image_ID,artefact_ID,artefact_type,archaeological_culture_name,site_name,level_layer_concentration,country,latitude_y,longitude_x,archaeological_period,dating_BP,dating_sd_BP,dating_labcode,dating_method,citation_reference,editor_name,description
LPNILE_006,LPNILE_006_pseudo_no_7,Geom trap,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_006,LPNILE_006_pseudo_no_8,Geom trap,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_007,LPNILE_007_pseudo_no_1,Geom tri,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_007,LPNILE_007_pseudo_no_2,Geom tri,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_007,LPNILE_007_pseudo_no_3,Geom tri,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_008,LPNILE_008_pseudo_no_1,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_008,LPNILE_008_pseudo_no_2,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.8, p. 94",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_1,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_10,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_11,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_12,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_13,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_14,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_2,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_3,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_4,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_5,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_6,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_7,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_8,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_009,LPNILE_009_pseudo_no_9,Truncations,Afian,E71K18,A,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.9, p. 95",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_1,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_10,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_11,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_12,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_13,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_14,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_15,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_16,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_2,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_3,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_4,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_5,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_6,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_7,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_8,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_010,LPNILE_010_pseudo_no_9,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_011,LPNILE_011_pseudo_no_1,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_011,LPNILE_011_pseudo_no_2,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_011,LPNILE_011_pseudo_no_3,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.11, p. 101",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_012,LPNILE_012_pseudo_no_1,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_012,LPNILE_012_pseudo_no_2,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_012,LPNILE_012_pseudo_no_3,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_012,LPNILE_012_pseudo_no_4,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_013,LPNILE_013_pseudo_no_1,Geom trap,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_013,LPNILE_013_pseudo_no_2,Geom trap,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_013,LPNILE_013_pseudo_no_3,Geom trap,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_014,LPNILE_014_pseudo_no_1,Geom tri,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_014,LPNILE_014_pseudo_no_2,Geom tri,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.12, p. 102",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_015,LPNILE_015_pseudo_no_1,Backed,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.13, p. 103",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_016,LPNILE_016_pseudo_no_1,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.13, p. 103",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_016,LPNILE_016_pseudo_no_2,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.13, p. 103",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_016,LPNILE_016_pseudo_no_3,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.13, p. 103",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
LPNILE_016,LPNILE_016_pseudo_no_4,Truncations,Afian,E71K18,C,Egypt,25.38957,32.47821,Late Palaeolithic,NA,NA,NA,NA,"Close et al. 1979, fig. 4.13, p. 103",Leplongeon,"The dataset is composed of published drawings of retouched tools (backed bladelets, geometrics and truncations) coming from lithic assemblages corresponding to 7 archaeological layers or concentrations, 4 sites, and attributed to 2 industries (Afian and Kubbaniyan) of the Late Palaeolithic of the Nile Valley (Egypt). All artefacts were studied (and drawn) by Angela E. Close."
